title,artist,year,bpm,nrgy,dnce,dB,live,val,dur,acous,spch,pop
I Need A Doctor,Dr. Dre,2011,156.0,95.0,59.0,-5.0,31.0,40.0,284.0,9.0,45.0,77.0
All My Friends (feat. Tinashe & Chance the Rapper),Snakehips,2015,95.0,52.0,68.0,-6.0,11.0,18.0,230.0,12.0,14.0,77.0
River (feat. Ed Sheeran),Eminem,2017,90.0,75.0,75.0,-6.0,7.0,66.0,221.0,14.0,52.0,77.0
Jar of Hearts,Christina Perri,2011,75.0,35.0,35.0,-6.0,12.0,9.0,247.0,73.0,3.0,77.0
Let's Fall in Love for the Night,FINNEAS,2018,128.0,41.0,74.0,-8.0,17.0,37.0,190.0,80.0,10.0,77.0
Shake It Off,Taylor Swift,2014,160.0,79.0,65.0,-5.0,15.0,94.0,219.0,6.0,17.0,77.0
Bad At Love,Halsey,2017,118.0,75.0,68.0,-4.0,9.0,61.0,181.0,6.0,3.0,77.0
Good as Hell,Lizzo,2019,96.0,92.0,68.0,-3.0,44.0,54.0,160.0,26.0,9.0,77.0
Down On Me,Jeremih,2010,160.0,60.0,70.0,-8.0,11.0,59.0,228.0,4.0,11.0,77.0
Vaina Loca,Ozuna,2018,94.0,81.0,75.0,-4.0,20.0,56.0,176.0,32.0,8.0,77.0
Lost Boy,Ruth B.,2015,124.0,6.0,71.0,-15.0,9.0,35.0,275.0,97.0,5.0,77.0
Springsteen,Eric Church,2011,104.0,81.0,69.0,-6.0,19.0,93.0,263.0,10.0,3.0,77.0
How Long,Charlie Puth,2018,110.0,56.0,85.0,-5.0,4.0,81.0,201.0,21.0,8.0,77.0
Bodak Yellow,Cardi B,2018,125.0,70.0,93.0,-6.0,23.0,49.0,224.0,7.0,10.0,77.0
Dirt Road Anthem,Jason Aldean,2010,127.0,74.0,68.0,-5.0,12.0,64.0,229.0,35.0,4.0,77.0
All My Friends (feat. Tinashe & Chance the Rapper),Snakehips,2015,95.0,52.0,68.0,-6.0,11.0,18.0,230.0,12.0,14.0,77.0
History,One Direction,2015,87.0,70.0,66.0,-4.0,6.0,80.0,187.0,4.0,5.0,77.0
Astronaut In The Ocean,Masked Wolf,2021,149.996,69.5,77.8,-6.865,15.0,47.199999999999996,132.78,17.5,9.13,77.0
My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy,2013,152.0,92.0,56.0,-4.0,54.0,57.0,187.0,3.0,6.0,77.0
Malibu,Miley Cyrus,2017,140.0,78.0,57.0,-6.0,8.0,34.0,232.0,8.0,6.0,77.0
do re mi,blackbear,2017,111.0,59.0,75.0,-6.0,12.0,17.0,212.0,1.0,5.0,77.0
Radioactive,Imagine Dragons,2012,136.0,78.0,45.0,-4.0,67.0,24.0,187.0,11.0,6.0,77.0
Plug Walk,Rich The Kid,2018,95.0,52.0,88.0,-7.0,11.0,16.0,175.0,20.0,14.0,77.0
Bohemian Rhapsody - Remastered 2011,Queen,1975,144.0,40.0,39.0,-10.0,24.0,23.0,354.0,29.0,5.0,77.0
Lego House,Ed Sheeran,2011,160.0,64.0,59.0,-8.0,13.0,56.0,185.0,56.0,10.0,77.0
Ho Hey,The Lumineers,2012,80.0,47.0,69.0,-9.0,9.0,35.0,163.0,79.0,3.0,77.0
Spotlight,Marshmello,2018,150.0,82.0,55.0,-4.0,74.0,62.0,178.0,1.0,15.0,76.0
Talk (feat. Disclosure),Khalid,2019,136.0,40.0,90.0,-9.0,6.0,35.0,198.0,5.0,13.0,76.0
Turn Down for What,DJ Snake,2013,100.0,80.0,82.0,-4.0,6.0,8.0,214.0,0.0,16.0,76.0
Man Of The Year,ScHoolboy Q,2014,112.0,87.0,75.0,-5.0,20.0,37.0,216.0,1.0,4.0,76.0
Life Is Good (feat. Drake),Future,2020,142.0,57.0,80.0,-7.0,15.0,54.0,238.0,7.0,49.0,76.0
Swimming Pools (Drank) - Extended Version,Kendrick Lamar,2012,74.0,49.0,72.0,-8.0,60.0,26.0,314.0,12.0,40.0,76.0
Some Nights,fun.,2012,108.0,74.0,67.0,-7.0,9.0,39.0,277.0,2.0,5.0,76.0
Hey Baby (Drop It to the Floor) (feat. T-Pain),Pitbull,2011,128.0,91.0,60.0,-3.0,26.0,76.0,234.0,4.0,9.0,76.0
broken,lovelytheband,2018,123.0,73.0,67.0,-6.0,4.0,51.0,205.0,0.0,4.0,76.0
Only Human,Jonas Brothers,2019,94.0,50.0,80.0,-6.0,6.0,87.0,183.0,11.0,7.0,76.0
"Sit Still, Look Pretty",Daya,2016,182.0,74.0,66.0,-4.0,11.0,54.0,202.0,14.0,27.0,76.0
Bad Things (with Camila Cabello),Machine Gun Kelly,2017,138.0,69.0,70.0,-5.0,19.0,31.0,239.0,21.0,15.0,76.0
Déjala Que Vuelva (feat. Manuel Turizo),Piso 21,2018,170.0,79.0,68.0,-4.0,8.0,84.0,220.0,5.0,8.0,76.0
Bounce Back,Big Sean,2017,82.0,57.0,78.0,-6.0,13.0,27.0,222.0,11.0,14.0,76.0
Post to Be (feat. Chris Brown & Jhene Aiko),Omarion,2014,97.0,68.0,73.0,-6.0,21.0,70.0,227.0,7.0,4.0,76.0
In The Night,The Weeknd,2015,168.0,68.0,51.0,-5.0,5.0,54.0,236.0,8.0,7.0,76.0
Jumpman,Drake,2015,142.0,55.0,85.0,-7.0,33.0,66.0,206.0,6.0,19.0,76.0
Jackie Chan,Tiësto,2018,128.0,83.0,75.0,-3.0,6.0,69.0,216.0,37.0,5.0,76.0
Adan y Eva,Paulo Londra,2019,172.0,71.0,77.0,-4.0,7.0,72.0,257.0,32.0,34.0,76.0
Call Me Maybe,Carly Rae Jepsen,2012,120.0,58.0,78.0,-7.0,11.0,66.0,193.0,1.0,4.0,76.0
"Hold On, We're Going Home",Drake,2013,100.0,41.0,78.0,-7.0,7.0,29.0,228.0,0.0,9.0,76.0
It Girl,Jason Derulo,2011,92.0,72.0,67.0,-5.0,10.0,35.0,192.0,2.0,6.0,76.0
ELEMENT.,Kendrick Lamar,2017,190.0,71.0,75.0,-5.0,25.0,48.0,209.0,20.0,49.0,76.0
Ayo,Chris Brown,2015,98.0,56.0,82.0,-5.0,9.0,68.0,225.0,4.0,4.0,76.0
Lean On,Major Lazer,2015,98.0,81.0,72.0,-3.0,56.0,27.0,177.0,0.0,6.0,76.0
"King's Dead (with Kendrick Lamar, Future & James Blake)",Jay Rock,2018,137.0,71.0,65.0,-5.0,13.0,38.0,230.0,0.0,30.0,76.0
Teenage Dream,Katy Perry,2010,120.0,80.0,72.0,-5.0,13.0,59.0,228.0,2.0,4.0,76.0
Otro Trago,Sech,2019,176.0,70.0,75.0,-5.0,11.0,62.0,226.0,14.0,34.0,76.0
No Limit,G-Eazy,2017,176.0,77.0,84.0,-4.0,9.0,41.0,245.0,1.0,24.0,76.0
Somebody Else,The 1975,2016,101.0,79.0,61.0,-6.0,15.0,47.0,348.0,20.0,6.0,76.0
My Type,Saweetie,2019,105.0,81.0,90.0,-6.0,7.0,59.0,126.0,0.0,26.0,76.0
Midnight City,M83,2011,105.0,71.0,53.0,-7.0,18.0,32.0,241.0,2.0,4.0,76.0
True Love (feat. Lily Allen),P!nk,2012,192.0,82.0,46.0,-5.0,11.0,58.0,231.0,0.0,31.0,76.0
Where Have You Been,Rihanna,2011,128.0,85.0,72.0,-6.0,22.0,44.0,243.0,0.0,9.0,76.0
Panini,Lil Nas X,2019,154.0,59.0,70.0,-6.0,12.0,48.0,115.0,34.0,8.0,76.0
BedRock,Young Money,2009,148.0,66.0,73.0,-6.0,19.0,56.0,288.0,10.0,30.0,76.0
Wildest Dreams,Taylor Swift,2014,140.0,67.0,55.0,-7.0,11.0,47.0,220.0,7.0,7.0,76.0
Work Bitch,Britney Spears,2013,128.0,82.0,63.0,-7.0,7.0,85.0,248.0,16.0,16.0,76.0
Sweet Nothing (feat. Florence Welch),Calvin Harris,2012,128.0,93.0,57.0,-4.0,6.0,58.0,213.0,20.0,11.0,76.0
Motivation,Normani,2019,171.0,89.0,60.0,-4.0,30.0,88.0,194.0,2.0,10.0,76.0
"Gone, Gone, Gone",Phillip Phillips,2013,118.0,64.0,66.0,-6.0,11.0,50.0,210.0,13.0,4.0,76.0
The Show Goes On,Lupe Fiasco,2011,143.0,89.0,59.0,-4.0,16.0,65.0,240.0,2.0,12.0,76.0
Animal,Neon Trees,2010,148.0,83.0,48.0,-6.0,37.0,74.0,212.0,0.0,4.0,76.0
Cool Kids,Echosmith,2013,130.0,67.0,72.0,-6.0,12.0,79.0,238.0,4.0,3.0,76.0
iSpy (feat. Lil Yachty),KYLE,2016,75.0,65.0,75.0,-7.0,23.0,67.0,253.0,38.0,29.0,76.0
Alone,Marshmello,2016,142.0,95.0,63.0,-4.0,11.0,42.0,274.0,2.0,3.0,76.0
What You Know,Two Door Cinema Club,2010,139.0,74.0,56.0,-4.0,8.0,78.0,192.0,0.0,4.0,76.0
What's My Name?,Rihanna,2010,100.0,78.0,69.0,-3.0,8.0,56.0,263.0,18.0,7.0,75.0
Like A G6,Far East Movement,2010,125.0,84.0,44.0,-8.0,12.0,78.0,217.0,1.0,45.0,75.0
Million Voices - Radio Edit,Otto Knows,2012,126.0,89.0,58.0,-6.0,7.0,7.0,193.0,0.0,4.0,75.0
Telephone,Lady Gaga,2009,122.0,84.0,82.0,-6.0,11.0,72.0,221.0,1.0,4.0,75.0
Your Love Is My Drug,Kesha,2010,120.0,61.0,83.0,-4.0,9.0,76.0,187.0,1.0,10.0,75.0
Sit Next to Me,Foster The People,2017,97.0,74.0,64.0,-5.0,69.0,66.0,243.0,12.0,3.0,75.0
Bangarang (feat. Sirah),Skrillex,2011,110.0,97.0,72.0,-2.0,32.0,58.0,215.0,1.0,20.0,75.0
The Time (Dirty Bit),Black Eyed Peas,2010,128.0,81.0,82.0,-8.0,60.0,44.0,308.0,7.0,7.0,75.0
The Ocean (feat. Shy Martin),Mike Perry,2016,90.0,57.0,63.0,-6.0,10.0,19.0,183.0,2.0,3.0,75.0
Strip That Down (feat. Quavo),Liam Payne,2019,106.0,50.0,87.0,-5.0,8.0,55.0,202.0,20.0,5.0,75.0
NO,Meghan Trainor,2017,92.0,80.0,56.0,-4.0,74.0,66.0,214.0,1.0,21.0,75.0
What's My Name?,Rihanna,2010,100.0,78.0,69.0,-3.0,8.0,56.0,263.0,18.0,7.0,75.0
Sunset Lover,Petit Biscuit,2015,91.0,47.0,78.0,-9.0,11.0,24.0,238.0,73.0,5.0,75.0
Sing,Ed Sheeran,2014,120.0,67.0,82.0,-4.0,6.0,94.0,235.0,30.0,5.0,75.0
Spirits,The Strumbellas,2016,81.0,66.0,56.0,-6.0,11.0,79.0,204.0,16.0,3.0,75.0
GDFR (feat. Sage the Gemini & Lookas),Flo Rida,2015,146.0,83.0,66.0,-4.0,7.0,69.0,190.0,0.0,7.0,75.0
This Is America,Childish Gambino,2018,120.0,46.0,85.0,-6.0,35.0,55.0,226.0,12.0,14.0,75.0
Love Myself,Hailee Steinfeld,2016,123.0,76.0,62.0,-7.0,42.0,32.0,219.0,0.0,7.0,75.0
Tequila,Dan + Shay,2018,86.0,58.0,49.0,-6.0,13.0,49.0,197.0,3.0,3.0,75.0
Saturday Sun,Vance Joy,2018,100.0,86.0,64.0,-4.0,22.0,71.0,215.0,48.0,5.0,75.0
FEFE,6ix9ine,2018,126.0,39.0,93.0,-9.0,14.0,38.0,179.0,9.0,41.0,75.0
I'm On One,DJ Khaled,2011,149.0,81.0,41.0,-3.0,63.0,44.0,296.0,5.0,32.0,75.0
Latch,Disclosure,2013,122.0,74.0,73.0,-5.0,9.0,54.0,256.0,2.0,9.0,75.0
You Know You Like It,DJ Snake,2014,196.0,73.0,41.0,-5.0,31.0,25.0,247.0,1.0,19.0,75.0
I Need Your Love (feat. Ellie Goulding),Calvin Harris,2012,125.0,87.0,70.0,-5.0,24.0,58.0,235.0,41.0,5.0,75.0
Latch,Disclosure,2013,122.0,74.0,73.0,-5.0,9.0,54.0,256.0,2.0,9.0,75.0
Every Teardrop Is a Waterfall,Coldplay,2011,118.0,73.0,43.0,-7.0,17.0,33.0,241.0,0.0,4.0,75.0
Style,Taylor Swift,2014,95.0,79.0,60.0,-6.0,12.0,46.0,231.0,0.0,4.0,75.0
Bad Blood,Taylor Swift,2015,170.0,66.0,65.0,-7.0,14.0,22.0,200.0,3.0,11.0,75.0
Slow Motion,Trey Songz,2015,95.0,41.0,73.0,-8.0,11.0,29.0,198.0,68.0,4.0,75.0
Here's to Never Growing Up,Avril Lavigne,2013,165.0,87.0,48.0,-3.0,41.0,74.0,214.0,1.0,9.0,75.0
The London (feat. J. Cole & Travis Scott),Young Thug,2019,98.0,59.0,80.0,-7.0,13.0,18.0,200.0,2.0,15.0,75.0
Simple,Florida Georgia Line,2019,200.0,88.0,36.0,-4.0,15.0,86.0,185.0,8.0,10.0,75.0
Come & Get It,Selena Gomez,2013,80.0,79.0,55.0,-4.0,8.0,57.0,232.0,1.0,5.0,75.0
It's Not Living (If It's Not With You),The 1975,2018,121.0,84.0,62.0,-5.0,6.0,53.0,248.0,0.0,3.0,75.0
Drunk in Love (feat. Jay-Z),Beyoncé,2014,140.0,62.0,59.0,-7.0,18.0,40.0,323.0,1.0,5.0,75.0
gone girl,iann dior,2019,95.0,71.0,68.0,-6.0,7.0,36.0,137.0,16.0,3.0,75.0
You Make Me Feel... (feat. Sabi),Cobra Starship,2011,132.0,86.0,67.0,-3.0,4.0,75.0,216.0,2.0,5.0,75.0
Leave Me Alone,Flipp Dinero,2019,150.0,74.0,79.0,-3.0,18.0,74.0,196.0,11.0,9.0,75.0
We Own It (Fast & Furious),2 Chainz,2013,172.0,90.0,56.0,-5.0,5.0,56.0,228.0,5.0,40.0,75.0
Stir Fry,Migos,2018,182.0,82.0,82.0,-5.0,16.0,51.0,190.0,0.0,27.0,75.0
"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",Maroon 5,2010,128.0,76.0,72.0,-4.0,31.0,62.0,201.0,1.0,5.0,75.0
Blow,Kesha,2010,120.0,73.0,75.0,-4.0,7.0,81.0,220.0,0.0,4.0,75.0
Coming Home,Diddy - Dirty Money,2010,168.0,84.0,39.0,-2.0,30.0,23.0,239.0,16.0,19.0,74.0
Yeah 3x,Chris Brown,2011,130.0,88.0,71.0,-3.0,9.0,70.0,242.0,0.0,4.0,74.0
You Make It Easy,Jason Aldean,2018,132.0,57.0,38.0,-5.0,11.0,41.0,197.0,14.0,3.0,74.0
Rise,Jonas Blue,2018,106.0,79.0,69.0,-5.0,20.0,66.0,194.0,33.0,3.0,74.0
One More Night,Maroon 5,2012,93.0,82.0,72.0,-3.0,8.0,61.0,219.0,4.0,3.0,74.0
Show Me (feat. Chris Brown),Kid Ink,2014,98.0,51.0,71.0,-7.0,14.0,66.0,218.0,4.0,5.0,74.0
If I Die Young,The Band Perry,2010,131.0,50.0,61.0,-7.0,28.0,36.0,223.0,35.0,3.0,74.0
You Don't Own Me (feat. G-Eazy),SAYGRACE,2016,186.0,64.0,33.0,-6.0,6.0,26.0,201.0,16.0,9.0,74.0
Freaky Friday (feat. Chris Brown),Lil Dicky,2018,133.0,60.0,76.0,-5.0,11.0,76.0,217.0,15.0,22.0,74.0
Everyday,Logic,2018,150.0,74.0,67.0,-4.0,8.0,42.0,205.0,4.0,4.0,74.0
Fancy,Iggy Azalea,2014,95.0,72.0,91.0,-4.0,5.0,38.0,200.0,9.0,7.0,74.0
Corazón (feat. Nego do Borel),Maluma,2018,198.0,74.0,72.0,-6.0,20.0,75.0,185.0,33.0,25.0,74.0
Battle Scars (with Guy Sebastian),Lupe Fiasco,2012,168.0,81.0,52.0,-5.0,11.0,49.0,250.0,19.0,29.0,74.0
Party Rock Anthem,LMFAO,2011,130.0,73.0,75.0,-4.0,27.0,36.0,262.0,2.0,14.0,74.0
Post Malone (feat. RANI),Sam Feldt,2019,107.0,64.0,59.0,-4.0,11.0,65.0,174.0,8.0,12.0,74.0
Memories (feat. Kid Cudi),David Guetta,2009,130.0,87.0,56.0,-6.0,25.0,50.0,210.0,0.0,34.0,74.0
Deuces (feat. Tyga & Kevin McCall),Chris Brown,2011,74.0,74.0,69.0,-5.0,8.0,22.0,277.0,3.0,11.0,74.0
Pray For Me (with Kendrick Lamar),The Weeknd,2018,101.0,68.0,74.0,-5.0,11.0,19.0,211.0,8.0,9.0,74.0
Sick Boy,The Chainsmokers,2018,90.0,58.0,66.0,-8.0,12.0,45.0,193.0,11.0,5.0,74.0
22,Taylor Swift,2012,104.0,73.0,66.0,-7.0,5.0,67.0,232.0,0.0,4.0,74.0
Easier,5 Seconds of Summer,2020,176.0,46.0,56.0,-4.0,11.0,62.0,158.0,48.0,26.0,74.0
Soltera - Remix,Lunay,2019,92.0,78.0,80.0,-4.0,44.0,80.0,266.0,36.0,4.0,74.0
Dirty Paws,Of Monsters and Men,2012,112.0,65.0,36.0,-7.0,6.0,13.0,278.0,11.0,3.0,74.0
Lose Yourself to Dance (feat. Pharrell Williams),Daft Punk,2013,100.0,66.0,83.0,-8.0,8.0,67.0,354.0,8.0,6.0,74.0
If I Die Young,The Band Perry,2010,131.0,50.0,61.0,-7.0,28.0,36.0,223.0,35.0,3.0,74.0
Chasing The Sun,The Wanted,2012,128.0,73.0,64.0,-6.0,50.0,68.0,199.0,24.0,10.0,74.0
Slippery (feat. Gucci Mane),Migos,2017,142.0,68.0,92.0,-6.0,10.0,75.0,304.0,31.0,26.0,74.0
Slide Away,Miley Cyrus,2019,148.0,54.0,53.0,-7.0,25.0,29.0,234.0,17.0,3.0,74.0
Carry Out (Featuring Justin Timberlake),Timbaland,2009,116.0,57.0,53.0,-7.0,26.0,27.0,232.0,11.0,11.0,74.0
If We Ever Meet Again (Featuring Katy Perry),Timbaland,2009,126.0,61.0,65.0,-7.0,6.0,39.0,293.0,0.0,4.0,74.0
I Love It (feat. Charli XCX),Icona Pop,2013,126.0,91.0,71.0,-3.0,15.0,82.0,157.0,1.0,3.0,74.0
Fetish (feat. Gucci Mane),Selena Gomez,2017,123.0,62.0,71.0,-4.0,6.0,27.0,186.0,2.0,6.0,74.0
Shotta Flow (feat. Blueface) [Remix],NLE Choppa,2019,120.0,51.0,89.0,-5.0,14.0,57.0,177.0,3.0,42.0,74.0
#thatPOWER,will.i.am,2013,128.0,61.0,80.0,-6.0,7.0,40.0,280.0,0.0,6.0,74.0
Take a Walk,Passion Pit,2012,101.0,76.0,57.0,-6.0,32.0,45.0,264.0,3.0,4.0,74.0
Youngblood,5 Seconds of Summer,2018,120.0,85.0,60.0,-5.0,12.0,15.0,203.0,2.0,46.0,74.0
Lighters,Bad Meets Evil,2011,90.0,70.0,68.0,-8.0,12.0,14.0,304.0,35.0,25.0,74.0
Best Thing I Never Had,Beyoncé,2011,99.0,65.0,55.0,-4.0,9.0,30.0,254.0,14.0,3.0,74.0
The Git Up,Blanco Brown,2019,98.0,68.0,85.0,-9.0,27.0,81.0,201.0,7.0,11.0,74.0
Close,Nick Jonas,2016,124.0,62.0,65.0,-5.0,14.0,40.0,234.0,25.0,8.0,74.0
Take It Off,Kesha,2010,125.0,68.0,73.0,-5.0,9.0,74.0,215.0,0.0,3.0,74.0
Do You Remember,Jay Sean,2009,126.0,67.0,85.0,-5.0,10.0,82.0,211.0,2.0,7.0,74.0
  7/11,Beyoncé,2014,136.0,71.0,75.0,-5.0,13.0,56.0,214.0,1.0,13.0,74.0
Right Above It,Lil Wayne,2010,76.0,84.0,38.0,-4.0,58.0,46.0,272.0,4.0,36.0,74.0
You Know You Like It,DJ Snake,2014,196.0,73.0,41.0,-5.0,31.0,25.0,247.0,1.0,19.0,74.0
Five More Hours,Deorro,2017,128.0,88.0,70.0,-3.0,82.0,50.0,212.0,3.0,22.0,74.0
I Love It (feat. Charli XCX),Icona Pop,2013,126.0,91.0,71.0,-3.0,15.0,82.0,157.0,1.0,3.0,74.0
It Will Rain,Bruno Mars,2011,150.0,84.0,58.0,-7.0,8.0,48.0,258.0,34.0,5.0,74.0
Lust For Life (with The Weeknd),Lana Del Rey,2017,100.0,66.0,50.0,-9.0,36.0,26.0,264.0,60.0,5.0,73.0
Rake It Up (feat. Nicki Minaj),Yo Gotti,2017,150.0,44.0,91.0,-8.0,14.0,53.0,276.0,2.0,34.0,73.0
Keisha & Becky - Remix,Russ Millions,2019,141.0,47.0,86.0,-10.0,12.0,64.0,253.0,25.0,48.0,73.0
"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",YG,2018,204.0,35.0,75.0,-8.0,9.0,11.0,237.0,1.0,33.0,73.0
Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),Megan Thee Stallion,2019,99.0,81.0,87.0,-5.0,21.0,57.0,199.0,0.0,16.0,73.0
Ladbroke Grove,AJ Tracey,2019,134.0,84.0,90.0,-9.0,10.0,73.0,191.0,9.0,21.0,73.0
Clout (feat. Cardi B),Offset,2019,140.0,62.0,92.0,-7.0,12.0,42.0,206.0,23.0,10.0,73.0
Boo'd Up,Ella Mai,2017,82.0,78.0,56.0,-5.0,8.0,24.0,256.0,9.0,5.0,73.0
Paradise,George Ezra,2018,138.0,88.0,64.0,-4.0,21.0,91.0,222.0,21.0,4.0,73.0
Yummy,Justin Bieber,2020,146.0,51.0,68.0,-7.0,12.0,50.0,209.0,35.0,10.0,73.0
I'm Upset,Drake,2018,150.0,59.0,90.0,-8.0,8.0,49.0,214.0,28.0,34.0,73.0
Toosie Slide,Drake,2020,82.0,49.0,83.0,-9.0,11.0,85.0,247.0,29.0,21.0,73.0
All Eyes on You (feat. Chris Brown & Nicki Minaj),Meek Mill,2015,78.0,66.0,59.0,-5.0,12.0,25.0,224.0,2.0,20.0,73.0
I Don't Mind (feat. Juicy J),Usher,2014,113.0,46.0,87.0,-8.0,9.0,46.0,252.0,21.0,18.0,73.0
50 Ways to Say Goodbye,Train,2012,140.0,94.0,59.0,-3.0,14.0,74.0,248.0,0.0,5.0,73.0
Born This Way,Lady Gaga,2011,124.0,83.0,59.0,-5.0,33.0,49.0,260.0,0.0,16.0,73.0
New Flame (feat. Usher & Rick Ross),Chris Brown,2014,142.0,63.0,70.0,-4.0,10.0,45.0,244.0,5.0,4.0,73.0
Into You,Ariana Grande,2016,108.0,73.0,62.0,-6.0,14.0,37.0,244.0,2.0,11.0,73.0
212,Azealia Banks,2014,126.0,77.0,85.0,-6.0,8.0,62.0,205.0,1.0,26.0,73.0
Blame It on Me,George Ezra,2014,104.0,76.0,54.0,-3.0,34.0,42.0,196.0,47.0,3.0,73.0
