title,artist,year,bpm,nrgy,dnce,dB,live,val,dur,acous,spch,pop
Rocketeer,Far East Movement,2010,96.0,85.0,66.0,-6.0,27.0,36.0,211.0,18.0,5.0,73.0
Gecko (Overdrive) - Radio Edit,Oliver Heldens,2014,125.0,89.0,61.0,-5.0,34.0,76.0,165.0,1.0,6.0,73.0
m.A.A.d city,Kendrick Lamar,2012,91.0,73.0,49.0,-7.0,44.0,22.0,350.0,5.0,27.0,73.0
Stuck Like Glue,Sugarland,2010,84.0,80.0,70.0,-5.0,5.0,84.0,248.0,33.0,6.0,73.0
Sweat - Remix,Snoop Dogg,2011,130.0,73.0,81.0,-6.0,8.0,73.0,196.0,6.0,3.0,73.0
Home,Phillip Phillips,2013,121.0,83.0,61.0,-6.0,12.0,32.0,210.0,3.0,3.0,73.0
My Chick Bad,Ludacris,2010,85.0,72.0,62.0,-7.0,48.0,76.0,217.0,17.0,38.0,73.0
"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",P!nk,2016,163.0,70.0,63.0,-6.0,11.0,52.0,215.0,1.0,15.0,73.0
Candy,Robbie Williams,2012,116.0,79.0,72.0,-7.0,7.0,88.0,201.0,4.0,4.0,73.0
We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,2016,100.0,56.0,73.0,-8.0,18.0,35.0,218.0,62.0,13.0,73.0
Rolex,Ayo & Teo,2017,145.0,89.0,80.0,-3.0,27.0,79.0,239.0,8.0,4.0,73.0
Cheap Thrills (feat. Sean Paul),Sia,2016,90.0,80.0,59.0,-5.0,8.0,73.0,225.0,6.0,22.0,73.0
I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit,Avicii,2012,128.0,79.0,51.0,-4.0,32.0,64.0,208.0,33.0,4.0,73.0
Love Me,Lil Wayne,2013,125.0,63.0,67.0,-6.0,9.0,50.0,255.0,1.0,3.0,73.0
Reload - Radio Edit,Sebastian Ingrosso,2013,128.0,72.0,49.0,-5.0,6.0,43.0,221.0,7.0,5.0,73.0
The Greatest (feat. Kendrick Lamar),Sia,2016,192.0,73.0,67.0,-6.0,6.0,73.0,210.0,1.0,27.0,73.0
High Hopes,Kodaline,2013,77.0,49.0,49.0,-6.0,19.0,22.0,230.0,58.0,3.0,73.0
I Will Wait,Mumford & Sons,2012,131.0,76.0,48.0,-5.0,31.0,45.0,277.0,1.0,3.0,73.0
Home,Phillip Phillips,2013,121.0,83.0,61.0,-6.0,12.0,32.0,210.0,3.0,3.0,73.0
Chandelier,Sia,2015,117.0,79.0,40.0,-3.0,7.0,57.0,216.0,2.0,5.0,73.0
Talking Body,Tove Lo,2014,120.0,76.0,74.0,-5.0,8.0,11.0,238.0,10.0,3.0,72.0
One Day / Reckoning Song (Wankelmut Remix) - Radio Edit,Asaf Avidan,2012,119.0,67.0,83.0,-6.0,17.0,53.0,215.0,22.0,6.0,72.0
Rumour Has It,Adele,2011,120.0,75.0,61.0,-5.0,17.0,57.0,223.0,62.0,4.0,72.0
Side To Side,Ariana Grande,2016,159.0,74.0,65.0,-6.0,24.0,61.0,226.0,5.0,23.0,72.0
Sorry,Beyoncé,2016,130.0,60.0,78.0,-7.0,25.0,36.0,233.0,0.0,5.0,72.0
More - RedOne Jimmy Joker Remix,Usher,2010,125.0,89.0,55.0,-3.0,35.0,79.0,220.0,0.0,5.0,72.0
Done for Me (feat. Kehlani),Charlie Puth,2018,112.0,63.0,86.0,-4.0,7.0,70.0,180.0,19.0,7.0,72.0
Princess of China,Coldplay,2011,85.0,69.0,42.0,-6.0,29.0,24.0,239.0,0.0,3.0,72.0
Be Careful,Cardi B,2018,152.0,57.0,82.0,-8.0,10.0,54.0,211.0,3.0,41.0,72.0
It's Time,Imagine Dragons,2012,105.0,88.0,66.0,-5.0,14.0,86.0,238.0,2.0,4.0,72.0
On Top Of The World,Imagine Dragons,2012,100.0,93.0,64.0,-6.0,9.0,76.0,190.0,9.0,15.0,72.0
Red Lights,Tiësto,2014,125.0,83.0,65.0,-5.0,12.0,55.0,262.0,0.0,4.0,72.0
Light On,Maggie Rogers,2019,102.0,57.0,66.0,-6.0,13.0,40.0,234.0,20.0,5.0,72.0
Adorn,Miguel,2012,179.0,58.0,63.0,-6.0,19.0,24.0,193.0,5.0,18.0,72.0
Grace,Lewis Capaldi,2019,104.0,56.0,72.0,-6.0,17.0,49.0,186.0,44.0,3.0,72.0
Suit & Tie (feat. Jay-Z),Justin Timberlake,2013,102.0,60.0,80.0,-4.0,16.0,36.0,326.0,10.0,22.0,72.0
Berzerk,Eminem,2013,95.0,87.0,74.0,-4.0,26.0,68.0,239.0,2.0,33.0,72.0
Madness,Muse,2012,180.0,42.0,50.0,-8.0,11.0,22.0,281.0,13.0,7.0,72.0
Dangerous Woman,Ariana Grande,2016,134.0,60.0,66.0,-5.0,36.0,29.0,236.0,5.0,4.0,72.0
Alejandro,Lady Gaga,2009,99.0,79.0,62.0,-7.0,38.0,36.0,274.0,0.0,5.0,72.0
Hide Away,Daya,2016,95.0,80.0,89.0,-5.0,7.0,46.0,192.0,23.0,8.0,72.0
Cold Water,Major Lazer,2016,93.0,80.0,61.0,-5.0,16.0,50.0,185.0,7.0,4.0,72.0
Whatcha Say,Jason Derulo,2010,144.0,71.0,62.0,-6.0,14.0,71.0,221.0,4.0,8.0,72.0
Eenie Meenie,Sean Kingston,2020,121.0,64.0,73.0,-3.0,10.0,84.0,202.0,3.0,3.0,72.0
No Money,Galantis,2016,126.0,92.0,67.0,-4.0,24.0,80.0,189.0,3.0,4.0,72.0
Firework,Katy Perry,2010,124.0,83.0,64.0,-5.0,11.0,65.0,228.0,14.0,5.0,72.0
DUELE EL CORAZON (feat. Wisin),Enrique Iglesias,2016,91.0,91.0,72.0,-3.0,14.0,87.0,200.0,9.0,10.0,72.0
I Need A Dollar,Aloe Blacc,2010,95.0,48.0,84.0,-7.0,9.0,96.0,243.0,20.0,3.0,72.0
Pretty Girl Rock,Keri Hilson,2010,160.0,87.0,67.0,-5.0,9.0,90.0,244.0,20.0,25.0,72.0
This One's for You (feat. Zara Larsson) (Official Song UEFA EURO 2016),David Guetta,2016,110.0,92.0,37.0,-3.0,9.0,37.0,207.0,0.0,5.0,72.0
How To Love,Lil Wayne,2011,154.0,66.0,64.0,-6.0,11.0,27.0,240.0,0.0,4.0,72.0
Over,Drake,2010,100.0,85.0,35.0,-6.0,12.0,45.0,234.0,1.0,20.0,72.0
Light It Up - Remix,Major Lazer,2015,108.0,88.0,75.0,-4.0,23.0,75.0,166.0,4.0,7.0,71.0
Now Or Never,Halsey,2017,110.0,59.0,67.0,-5.0,13.0,45.0,215.0,11.0,4.0,71.0
Stereo Love - Radio Edit,Edward Maya,2010,127.0,78.0,80.0,-4.0,8.0,59.0,185.0,3.0,3.0,71.0
First,Cold War Kids,2014,78.0,69.0,47.0,-4.0,52.0,56.0,200.0,2.0,3.0,71.0
Talk Dirty (feat. 2 Chainz),Jason Derulo,2013,100.0,65.0,76.0,-7.0,31.0,76.0,178.0,3.0,23.0,71.0
Started From the Bottom,Drake,2013,86.0,52.0,79.0,-8.0,16.0,58.0,174.0,3.0,16.0,71.0
Thotiana,Blueface,2018,104.0,38.0,91.0,-13.0,11.0,39.0,129.0,18.0,27.0,71.0
I Like It,Enrique Iglesias,2010,129.0,94.0,65.0,-3.0,7.0,70.0,232.0,2.0,8.0,71.0
High By The Beach,Lana Del Rey,2015,132.0,49.0,54.0,-11.0,12.0,10.0,258.0,24.0,3.0,71.0
Weak,AJR,2017,124.0,64.0,67.0,-5.0,19.0,70.0,201.0,12.0,5.0,71.0
Teach Me How to Dougie,Cali Swag District,2011,85.0,44.0,85.0,-5.0,9.0,51.0,237.0,20.0,14.0,71.0
It's a Beautiful Day,Michael Bublé,2013,144.0,80.0,53.0,-4.0,30.0,78.0,199.0,6.0,4.0,71.0
Imma Be,Black Eyed Peas,2009,92.0,52.0,60.0,-7.0,31.0,41.0,258.0,18.0,37.0,71.0
One Way or Another (Teenage Kicks),One Direction,2013,162.0,87.0,49.0,-3.0,59.0,41.0,157.0,3.0,7.0,71.0
Magic (feat. Rivers Cuomo),B.o.B,2010,82.0,93.0,55.0,-4.0,35.0,79.0,196.0,1.0,34.0,71.0
My Way (feat. Monty),Fetty Wap,2015,128.0,74.0,75.0,-3.0,15.0,54.0,213.0,0.0,5.0,71.0
No Brainer,DJ Khaled,2018,136.0,76.0,55.0,-5.0,9.0,64.0,260.0,7.0,34.0,71.0
Everything Has Changed,Taylor Swift,2012,80.0,46.0,62.0,-7.0,31.0,44.0,245.0,36.0,3.0,71.0
Powerglide (feat. Juicy J) - From SR3MM,Rae Sremmurd,2018,174.0,83.0,71.0,-5.0,12.0,58.0,332.0,2.0,15.0,71.0
Here,Alessia Cara,2015,120.0,82.0,38.0,-4.0,8.0,33.0,199.0,8.0,10.0,71.0
Thinking About You (feat. Ayah Marar),Calvin Harris,2012,128.0,87.0,73.0,-4.0,10.0,75.0,248.0,0.0,4.0,71.0
The Adventures of Rain Dance Maggie,Red Hot Chili Peppers,2011,106.0,73.0,68.0,-5.0,26.0,58.0,282.0,0.0,3.0,71.0
The Way,Ariana Grande,2013,82.0,88.0,65.0,-3.0,8.0,86.0,227.0,29.0,11.0,71.0
Take Me Back to London (feat. Stormzy),Ed Sheeran,2019,138.0,76.0,89.0,-6.0,16.0,61.0,190.0,22.0,22.0,71.0
German,EO,2018,103.0,58.0,86.0,-6.0,19.0,85.0,171.0,81.0,7.0,71.0
T-Shirt,Migos,2017,139.0,69.0,87.0,-4.0,16.0,49.0,242.0,24.0,22.0,71.0
Black Widow,Iggy Azalea,2014,164.0,72.0,74.0,-4.0,11.0,52.0,209.0,19.0,12.0,71.0
E.T.,Katy Perry,2012,152.0,87.0,62.0,-5.0,37.0,76.0,230.0,2.0,18.0,71.0
Here,Alessia Cara,2015,120.0,82.0,38.0,-4.0,8.0,33.0,199.0,8.0,10.0,71.0
"Homemade Dynamite (Feat. Khalid, Post Malone & SZA) - REMIX",Lorde,2017,107.0,55.0,78.0,-5.0,13.0,18.0,214.0,23.0,8.0,71.0
Let's Go (feat. Ne-Yo),Calvin Harris,2012,128.0,88.0,71.0,-3.0,29.0,88.0,233.0,1.0,6.0,71.0
Want U Back,Cher Lloyd,2012,98.0,89.0,69.0,-3.0,56.0,56.0,215.0,6.0,9.0,71.0
Stereo Love - Radio Edit,Edward Maya,2010,127.0,78.0,80.0,-4.0,8.0,59.0,185.0,3.0,3.0,71.0
Oblivion,Grimes,2012,156.0,53.0,70.0,-9.0,9.0,49.0,251.0,12.0,3.0,71.0
Talking Body,Tove Lo,2014,120.0,76.0,74.0,-5.0,8.0,11.0,238.0,10.0,3.0,71.0
Till the World Ends,Britney Spears,2011,132.0,71.0,69.0,-6.0,20.0,45.0,238.0,2.0,7.0,71.0
I Wanna Go,Britney Spears,2011,130.0,55.0,70.0,-7.0,33.0,79.0,210.0,0.0,4.0,71.0
Talk Dirty (feat. 2 Chainz),Jason Derulo,2013,100.0,65.0,76.0,-7.0,31.0,76.0,178.0,3.0,23.0,71.0
Back To December,Taylor Swift,2010,142.0,67.0,53.0,-5.0,33.0,29.0,293.0,12.0,3.0,71.0
Butter,BTS,2021,109.997,45.9,75.9,-5.187,9.06,69.5,164.442,0.32299999999999995,9.48,71.0
Blow Me (One Last Kiss),P!nk,2012,114.0,92.0,60.0,-3.0,28.0,73.0,256.0,0.0,4.0,71.0
Somebody,Natalie La Rose,2014,105.0,52.0,83.0,-9.0,7.0,74.0,190.0,0.0,4.0,71.0
When We Stand Together,Nickelback,2011,188.0,90.0,45.0,-4.0,4.0,88.0,191.0,0.0,5.0,71.0
Young Forever,JAY-Z,2009,140.0,69.0,64.0,-3.0,21.0,10.0,254.0,42.0,7.0,71.0
Jealous - Remix,Nick Jonas,2015,93.0,71.0,68.0,-4.0,44.0,45.0,222.0,1.0,8.0,71.0
Amnesia,5 Seconds of Summer,2014,102.0,50.0,57.0,-5.0,21.0,11.0,237.0,3.0,3.0,71.0
Hideaway,Kiesza,2014,123.0,72.0,84.0,-4.0,8.0,20.0,252.0,9.0,5.0,70.0
Ugly Heart,G.R.L.,2014,125.0,79.0,65.0,-5.0,32.0,45.0,198.0,2.0,5.0,70.0
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,2017,81.0,67.0,60.0,-4.0,13.0,82.0,289.0,5.0,4.0,70.0
Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,2017,98.0,68.0,61.0,-3.0,13.0,62.0,205.0,3.0,8.0,70.0
Body Party,Ciara,2013,134.0,58.0,58.0,-6.0,60.0,12.0,234.0,1.0,6.0,70.0
Good as You,Kane Brown,2019,154.0,52.0,63.0,-6.0,14.0,77.0,192.0,40.0,4.0,70.0
Brokenhearted,Karmin,2012,120.0,77.0,77.0,-3.0,5.0,89.0,227.0,1.0,6.0,70.0
So Good,B.o.B,2012,86.0,90.0,66.0,-5.0,22.0,59.0,213.0,4.0,14.0,70.0
Save The World,Swedish House Mafia,2011,127.0,67.0,51.0,-8.0,8.0,40.0,213.0,1.0,5.0,70.0
Motivation,Kelly Rowland,2011,141.0,67.0,74.0,-6.0,11.0,27.0,231.0,19.0,4.0,70.0
Holocene,Bon Iver,2011,148.0,30.0,37.0,-15.0,13.0,15.0,337.0,94.0,3.0,70.0
Mine,Taylor Swift,2010,121.0,76.0,62.0,-3.0,19.0,66.0,231.0,0.0,3.0,70.0
Misery,Maroon 5,2010,103.0,81.0,70.0,-5.0,22.0,73.0,216.0,0.0,4.0,70.0
Ridin' Solo,Jason Derulo,2010,89.0,83.0,44.0,-4.0,13.0,58.0,216.0,13.0,15.0,70.0
Find Your Love,Drake,2010,96.0,61.0,63.0,-6.0,3.0,76.0,209.0,2.0,17.0,70.0
Anaconda,Nicki Minaj,2014,130.0,61.0,96.0,-6.0,21.0,65.0,260.0,7.0,18.0,70.0
STARSTRUKK (feat. Katy Perry),3OH!3,2009,140.0,81.0,61.0,-6.0,23.0,23.0,203.0,0.0,6.0,70.0
Easy Love,Sigala,2018,124.0,94.0,68.0,-4.0,12.0,65.0,230.0,18.0,6.0,70.0
Barcelona,George Ezra,2014,94.0,57.0,63.0,-9.0,11.0,18.0,189.0,32.0,3.0,70.0
Good Grief,Bastille,2016,120.0,76.0,73.0,-5.0,31.0,88.0,206.0,15.0,7.0,70.0
Same Old Love,Selena Gomez,2015,98.0,59.0,67.0,-4.0,21.0,44.0,229.0,2.0,3.0,70.0
Same Old Love,Selena Gomez,2015,98.0,59.0,67.0,-4.0,21.0,44.0,229.0,2.0,3.0,70.0
Final Song,MØ,2016,105.0,67.0,70.0,-6.0,8.0,25.0,236.0,1.0,3.0,70.0
"Flex (Ooh, Ooh, Ooh)",Rich Homie Quan,2015,82.0,61.0,73.0,-8.0,19.0,89.0,177.0,4.0,5.0,70.0
YOUTH,Troye Sivan,2015,92.0,74.0,63.0,-4.0,8.0,59.0,185.0,6.0,4.0,70.0
Alaska,Maggie Rogers,2019,104.0,39.0,85.0,-11.0,11.0,18.0,188.0,41.0,5.0,70.0
One Call Away,Charlie Puth,2016,91.0,61.0,67.0,-5.0,12.0,47.0,194.0,40.0,3.0,70.0
I Want You To Know,Zedd,2015,130.0,85.0,58.0,-3.0,14.0,37.0,240.0,1.0,6.0,70.0
Hotter Than Hell,Dua Lipa,2017,110.0,87.0,53.0,-4.0,6.0,53.0,188.0,1.0,9.0,70.0
Wish You Were Mine - Radio Edit,Philip George,2014,123.0,83.0,65.0,-4.0,10.0,41.0,178.0,1.0,3.0,70.0
I Cry,Flo Rida,2012,126.0,82.0,69.0,-5.0,32.0,76.0,224.0,1.0,4.0,69.0
Turn Up the Music,Chris Brown,2012,130.0,84.0,59.0,-6.0,16.0,64.0,228.0,0.0,10.0,69.0
Ghost Town,Adam Lambert,2015,120.0,74.0,70.0,-6.0,17.0,27.0,208.0,19.0,5.0,69.0
Vossi Bop,Stormzy,2019,188.0,65.0,68.0,-6.0,13.0,43.0,196.0,13.0,34.0,69.0
Can't Be Tamed,Miley Cyrus,2010,117.0,91.0,63.0,-3.0,20.0,74.0,168.0,3.0,14.0,69.0
Confident,Demi Lovato,2015,130.0,75.0,59.0,-6.0,9.0,34.0,206.0,0.0,7.0,69.0
Love Me Again,John Newman,2013,126.0,89.0,50.0,-5.0,10.0,21.0,240.0,0.0,4.0,69.0
On My Mind,Ellie Goulding,2015,155.0,71.0,70.0,-7.0,9.0,74.0,213.0,26.0,5.0,69.0
Same Love (feat. Mary Lambert),Macklemore & Ryan Lewis,2012,85.0,47.0,69.0,-9.0,10.0,30.0,319.0,72.0,17.0,69.0
Mr. Saxobeat,Alexandra Stan,2011,127.0,93.0,72.0,-4.0,14.0,78.0,195.0,3.0,5.0,69.0
Heartbreak Warfare,John Mayer,2009,97.0,55.0,62.0,-8.0,30.0,31.0,270.0,19.0,2.0,69.0
Don't Stop the Party (feat. TJR),Pitbull,2012,127.0,96.0,72.0,-4.0,38.0,95.0,206.0,1.0,9.0,69.0
Mountain at My Gates,Foals,2015,104.0,93.0,50.0,-5.0,25.0,62.0,244.0,0.0,5.0,69.0
Gucci Gang,Lil Pump,2017,120.0,52.0,94.0,-7.0,12.0,70.0,124.0,24.0,6.0,69.0
Honey Bee,Blake Shelton,2011,206.0,85.0,48.0,-5.0,12.0,72.0,211.0,0.0,4.0,69.0
Cross Me (feat. Chance the Rapper & PnB Rock),Ed Sheeran,2019,95.0,79.0,75.0,-6.0,7.0,61.0,206.0,21.0,12.0,69.0
Where Them Girls At (feat. Nicki Minaj & Flo Rida),David Guetta,2011,130.0,87.0,66.0,-3.0,23.0,56.0,210.0,3.0,4.0,69.0
You & Me,Marc E. Bassy,2017,84.0,64.0,45.0,-8.0,19.0,61.0,218.0,4.0,28.0,69.0
Changed the Way You Kiss Me - Radio Edit,Example,2011,127.0,86.0,58.0,-4.0,9.0,19.0,195.0,1.0,4.0,69.0
Geronimo,Sheppard,2015,142.0,78.0,71.0,-6.0,12.0,46.0,218.0,46.0,8.0,69.0
Just A Kiss,Lady A,2011,143.0,64.0,59.0,-6.0,10.0,33.0,219.0,45.0,3.0,69.0
Cool Girl,Tove Lo,2016,102.0,69.0,67.0,-7.0,8.0,20.0,199.0,31.0,11.0,69.0
Somebody,Natalie La Rose,2014,105.0,52.0,83.0,-9.0,7.0,74.0,190.0,0.0,4.0,69.0
Trumpets,Jason Derulo,2013,82.0,69.0,64.0,-5.0,10.0,64.0,217.0,56.0,26.0,69.0
Forget You,CeeLo Green,2010,127.0,88.0,70.0,-4.0,16.0,77.0,223.0,13.0,6.0,69.0
17,MK,2017,122.0,83.0,70.0,-7.0,7.0,67.0,196.0,0.0,7.0,69.0
#SELFIE,The Chainsmokers,2014,128.0,92.0,79.0,-3.0,8.0,66.0,184.0,1.0,25.0,69.0
Todo De Ti,Rauw Alejandro,2021,127.962,71.89999999999999,78.0,-3.613,9.31,33.6,199.604,30.2,5.06,69.0
Pound The Alarm,Nicki Minaj,2012,125.0,86.0,73.0,-4.0,2.0,59.0,206.0,4.0,6.0,69.0
Kickstarts,Example,2010,126.0,84.0,61.0,-4.0,36.0,66.0,182.0,0.0,6.0,69.0
Stay The Night - Featuring Hayley Williams Of Paramore,Zedd,2012,128.0,74.0,60.0,-3.0,9.0,46.0,217.0,11.0,4.0,69.0
Payphone,Maroon 5,2012,110.0,76.0,74.0,-5.0,37.0,52.0,231.0,1.0,4.0,69.0
Sweet Lovin' - Radio Edit,Sigala,2018,125.0,85.0,68.0,-3.0,34.0,71.0,202.0,21.0,7.0,69.0
Boyfriend,Justin Bieber,2012,97.0,55.0,72.0,-6.0,13.0,33.0,171.0,4.0,5.0,68.0
RITMO (Bad Boys For Life),Black Eyed Peas,2020,105.0,72.0,73.0,-7.0,73.0,67.0,215.0,3.0,6.0,68.0
Hands To Myself,Selena Gomez,2015,111.0,50.0,81.0,-7.0,34.0,47.0,201.0,1.0,12.0,68.0
Geronimo,Sheppard,2015,142.0,78.0,71.0,-6.0,12.0,46.0,218.0,46.0,8.0,68.0
My First Kiss (feat. Ke$ha),3OH!3,2010,138.0,89.0,68.0,-4.0,36.0,83.0,192.0,1.0,8.0,68.0
Say Aah (feat. Fabolous),Trey Songz,2009,93.0,87.0,72.0,-4.0,83.0,81.0,208.0,0.0,11.0,68.0
Lights - Single Version,Ellie Goulding,2010,120.0,80.0,68.0,-6.0,13.0,78.0,211.0,3.0,4.0,68.0
Don't Wanna Go Home,Jason Derulo,2011,122.0,81.0,67.0,-5.0,13.0,64.0,206.0,2.0,7.0,68.0
Antisocial (with Travis Scott),Ed Sheeran,2019,152.0,82.0,72.0,-5.0,36.0,91.0,162.0,13.0,5.0,68.0
Holy Grail,JAY-Z,2013,145.0,53.0,68.0,-7.0,26.0,16.0,338.0,6.0,8.0,68.0
Anna Sun,WALK THE MOON,2012,140.0,84.0,47.0,-7.0,24.0,34.0,321.0,0.0,5.0,68.0
Angels,The xx,2012,92.0,16.0,42.0,-18.0,10.0,34.0,172.0,95.0,4.0,68.0
Sexy And I Know It,LMFAO,2011,130.0,86.0,71.0,-4.0,19.0,80.0,199.0,10.0,32.0,68.0
The Way I Am,Charlie Puth,2018,115.0,77.0,76.0,-6.0,6.0,64.0,186.0,31.0,19.0,68.0
How Low,Ludacris,2010,144.0,50.0,79.0,-7.0,22.0,42.0,202.0,0.0,5.0,68.0
The Fox (What Does the Fox Say?),Ylvis,2013,128.0,87.0,70.0,-4.0,12.0,55.0,214.0,11.0,5.0,68.0
Make Me Feel,Janelle Monáe,2018,115.0,41.0,86.0,-7.0,33.0,70.0,194.0,13.0,18.0,68.0
Wrapped Up,Olly Murs,2014,122.0,84.0,79.0,-5.0,16.0,92.0,186.0,9.0,6.0,68.0
Cold (feat. Future),Maroon 5,2018,100.0,72.0,69.0,-6.0,5.0,41.0,234.0,14.0,11.0,68.0
Earthquake (feat. Tinie Tempah),Labrinth,2012,153.0,86.0,54.0,-4.0,28.0,26.0,275.0,11.0,10.0,68.0
Elastic Heart,Sia,2015,130.0,79.0,42.0,-5.0,15.0,50.0,257.0,1.0,5.0,68.0
The Edge Of Glory,Lady Gaga,2011,128.0,77.0,58.0,-7.0,11.0,36.0,321.0,0.0,4.0,68.0
Sexy And I Know It,LMFAO,2011,130.0,86.0,71.0,-4.0,19.0,80.0,199.0,10.0,32.0,68.0
Shake It Out,Florence + The Machine,2011,107.0,80.0,53.0,-4.0,11.0,22.0,278.0,1.0,4.0,68.0
Wasted,Tiësto,2014,112.0,82.0,64.0,-6.0,20.0,39.0,190.0,0.0,3.0,68.0
Na Na,Trey Songz,2015,97.0,48.0,67.0,-6.0,10.0,24.0,232.0,33.0,4.0,68.0
